uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn
4_78_2019	2019	4_78	4	78	4_78	A			1.1964	0.7631	0.1964	0.3105	225	18.579	14.593					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_78_2019	2019	4_78	4	78	4_78	B			1.2193	0.7354	0.2193	0.3597	223	18.711	14.074					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_78_2019	2019	4_78	4	78	4_78	C			1.2241	0.7198	0.2241	0.3892	227	18.944	13.841					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_78_2019	2019	4_78	4	78	4_78	D			1.2658	0.6851	0.2658	0.4597	228	18.971	13.092					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_78_2019	2019	4_78	4	78	4_78	E			1.1784	0.6967	0.1784	0.4353	239	17.708	14.239					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_78_2019	2019	4_78	4	78	4_78	F			1.1757	0.732	0.1757	0.3662	231	19.222	14.099					278172402		137	6	5	5	54.39	5	Light	Light_Control	ASY	26	121	28.2										
4_80_2019	2019	4_80	4	80	4_80	A			1.1849	0.7877	0.1849	0.2695	123	17.73	14.201			yes	low resolution	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_80_2019	2019	4_80	4	80	4_80	B			1.0553	0.7758	0.0553	0.2889	120	17.195	13.46			yes	low resolution; mask didn't fit right	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_80_2019	2019	4_80	4	80	4_80	C			1.18	0.7329	0.18	0.3644	120	17.527	12.786			yes	low resolution; mask not quite right	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_80_2019	2019	4_80	4	80	4_80	D			1.146	0.7464	0.146	0.3397	124	17.658	13.552			yes	low resolution	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_80_2019	2019	4_80	4	80	4_80	E			1.1284	0.7481	0.1284	0.3367	128	18.149	13.965			yes	low resolution	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_80_2019	2019	4_80	4	80	4_80	F			1.2127	0.8292	0.2127	0.2059	120	17.098	14.43			yes	low resolution	272107599	278172301	138	6	6	6	72.86	6	Light	Light	ASY	25	121	27.4	20.5	122	29.3							
4_84_2019	2019	4_84	4	84	4_84	A			1.2415	0.6831	0.2415	0.4639	223	19.615	13.657					278172411		145	5	5	5	84.4	5	Light	Light_Control	ASY	24.5	115	27.6										
4_84_2019	2019	4_84	4	84	4_84	B			1.2744	0.7132	0.2744	0.4021	211	18.517	13.626					278172411		145	5	5	5	84.4	5	Light	Light_Control	ASY	24.5	115	27.6										
4_84_2019	2019	4_84	4	84	4_84	C			1.2306	0.6965	0.2306	0.4357	214	18.893	13.309					278172411		145	5	5	5	84.4	5	Light	Light_Control	ASY	24.5	115	27.6										
4_84_2019	2019	4_84	4	84	4_84	D			1.1557	0.6358	0.1557	0.5728	237	20.96	13.621					278172411		145	5	5	5	84.4	5	Light	Light_Control	ASY	24.5	115	27.6										
4_84_2019	2019	4_84	4	84	4_84	E			1.2366	0.7693	0.2366	0.2998	210	18.769	14.866					278172411		145	5	5	5	84.4	5	Light	Light_Control	ASY	24.5	115	27.6										
4_87_2019	2019	4_87	4	87	4_87	A			1.2829	0.747	0.2829	0.3388	236	18.679	14.215					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_87_2019	2019	4_87	4	87	4_87	B			1.2637	0.7106	0.2637	0.4072	241	19.331	14.07					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_87_2019	2019	4_87	4	87	4_87	C			1.2577	0.6779	0.2577	0.4752	245	19.527	13.761					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_87_2019	2019	4_87	4	87	4_87	D			1.1984	0.706	0.1984	0.4165	243	19.325	14.051					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_87_2019	2019	4_87	4	87	4_87	E			1.1731	0.7561	0.1731	0.3225	222	17.428	13.65					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_87_2019	2019	4_87	4	87	4_87	F			1.1829	0.7687	0.1829	0.3008	229	18.241	14.358					272107803		139	6	5	5	71	5	Light	Light	ASY	23	115	28.2										
4_93_2019	2019	4_93	4	93	4_93	A			1.1948	0.5986	0.1948	0.6705	253	21.997	13.206					235120680	240134830	141	5	4	4	55.3	4	Light	Light	ASY	24	116	27.7	19.5	119	28.2							
4_93_2019	2019	4_93	4	93	4_93	B			1.2164	0.6543	0.2164	0.5283	223	19.493	13.013					235120680	240134830	141	5	4	4	55.3	4	Light	Light	ASY	24	116	27.7	19.5	119	28.2							
4_93_2019	2019	4_93	4	93	4_93	C			1.1797	0.6676	0.1797	0.498	233	19.961	13.514					235120680	240134830	141	5	4	4	55.3	4	Light	Light	ASY	24	116	27.7	19.5	119	28.2							
4_93_2019	2019	4_93	4	93	4_93	D			1.1792	0.7044	0.1792	0.4197	226	19.233	14.046					235120680	240134830	141	5	4	4	55.3	4	Light	Light	ASY	24	116	27.7	19.5	119	28.2							
4_93_2019	2019	4_93	4	93	4_93	E			1.168	0.7151	0.168	0.3985	224	19.112	13.829					235120680	240134830	141	5	4	4	55.3	4	Light	Light	ASY	24	116	27.7	19.5	119	28.2							
4_94_2019	2019	4_94	4	94	4_94	A			1.1311	0.7293	0.1311	0.3712	264	18.748	13.791					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_94_2019	2019	4_94	4	94	4_94	B			1.1953	0.7315	0.1953	0.367	251	17.647	13.122					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_94_2019	2019	4_94	4	94	4_94	C			1.166	0.7767	0.166	0.2875	235	16.579	13.06					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_94_2019	2019	4_94	4	94	4_94	D			1.1864	0.7365	0.1864	0.3578	247	17.195	13.191					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_94_2019	2019	4_94	4	94	4_94	E			1.1342	0.7885	0.1342	0.2682	255	17.995	14.5					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_94_2019	2019	4_94	4	94	4_94	F			1.157	0.7595	0.157	0.3167	272	19.27	14.889					263114113		134	6	6	5	64.85	5	Light	Light_Control	ASY	24	118	28.1										
4_95_2019	2019	4_95	4	95	4_95													yes	resolution too low	278172410		143	6	5	5	54	5	Light	Light	ASY	23.5	110	27.9										
4_97_2019	2019	4_97	4	97	4_97													yes	"not useable, eggs on yellow tape and in sun"	240134898		135	6	5	5	67.27	5	Light	Light	ASY	24.5	113	27.5										
L_39_2019	2019	L_39	L	39	L_39	A			1.2251	0.7005	0.2251	0.4276	289	20.787	14.484					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_39_2019	2019	L_39	L	39	L_39	B			1.2654	0.6835	0.2654	0.4631	289	20.65	14.478					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_39_2019	2019	L_39	L	39	L_39	C			1.3129	0.6751	0.3129	0.4814	272	19.567	13.607					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_39_2019	2019	L_39	L	39	L_39	D			1.2471	0.6516	0.2471	0.5348	283	20.356	13.331					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_39_2019	2019	L_39	L	39	L_39	E			1.23	0.6484	0.23	0.5424	280	20.069	12.908					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_39_2019	2019	L_39	L	39	L_39	F			1.2335	0.669	0.2335	0.4948	269	19.373	13.045					272106905		129	6	6	6	17.32	6	Light	Light	ASY	19.5	112	28.6										
L_40_2019	2019	L_40	L	40	L_40	A			1.178	0.7258	0.178	0.3777	225	18.154	13.16							134	6	0	0	0	0	Light	Light	0													
L_40_2019	2019	L_40	L	40	L_40	B			1.2288	0.67	0.2288	0.4926	224	19.72	13.429							134	6	0	0	0	0	Light	Light	0													
L_40_2019	2019	L_40	L	40	L_40	C			1.1989	0.6393	0.1989	0.5642	230	19.209	13.391							134	6	0	0	0	0	Light	Light	0													
L_40_2019	2019	L_40	L	40	L_40	D			1.2502	0.6812	0.2502	0.4679	223	19.391	12.608							134	6	0	0	0	0	Light	Light	0													
L_40_2019	2019	L_40	L	40	L_40	E			1.15	0.686	0.15	0.4578	228	18.681	13.247							134	6	0	0	0	0	Light	Light	0													
L_40_2019	2019	L_40	L	40	L_40	F			1.2448	0.7296	0.2448	0.3706	212	19.01	14.236							134	6	0	0	0	0	Light	Light	0													
L_41_2019	2019	L_41	L	41	L_41	A			1.1582	0.7683	0.1582	0.3016	177	18.137	14.232					272107018		129	6	4	4	27.13	2	Light	Light	ASY	23	110	28.7										
L_41_2019	2019	L_41	L	41	L_41	B			1.142	0.7475	0.142	0.3378	178	18.756	14.154					272107018		129	6	4	4	27.13	2	Light	Light	ASY	23	110	28.7										
L_41_2019	2019	L_41	L	41	L_41	C			1.1035	0.7472	0.1035	0.3383	173	18.063	13.684					272107018		129	6	4	4	27.13	2	Light	Light	ASY	23	110	28.7										
L_41_2019	2019	L_41	L	41	L_41	D			1.175	0.7615	0.175	0.3132	173	18.269	13.684					272107018		129	6	4	4	27.13	2	Light	Light	ASY	23	110	28.7										
TH_3_2019	2019	TH_3	TH	3	TH_3	A			1.1135	0.7529	0.1135	0.3281	203	19.073	14.391					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_3_2019	2019	TH_3	TH	3	TH_3	B			1.0514	0.7555	0.0514	0.3236	192	17.933	13.58					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_3_2019	2019	TH_3	TH	3	TH_3	C			1.075	0.7241	0.075	0.381	198	18.413	13.528					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_3_2019	2019	TH_3	TH	3	TH_3	D			1.0387	0.7635	0.0387	0.3098	187	17.541	13.35					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_3_2019	2019	TH_3	TH	3	TH_3	E			1.0957	0.6983	0.0957	0.4321	215	20.101	14.091					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_3_2019	2019	TH_3	TH	3	TH_3	F			1.1151	0.7568	0.1151	0.3213	202	19.152	14.466					272106655	278172420	136	6	5	5	65.25	5	Light	Light	ASY	22	123	31.5	21	119	29.3							
TH_4_2019	2019	TH_4	TH	4	TH_4	A			1.1027	0.77	0.1027	0.2987	209	18.365	14.318							140	5	0	0	0	0	Light	Light_Control	0													
TH_4_2019	2019	TH_4	TH	4	TH_4	B			1.1878	0.7553	0.1878	0.3239	209	18.362	14.125							140	5	0	0	0	0	Light	Light_Control	0													
TH_4_2019	2019	TH_4	TH	4	TH_4	C			1.1143	0.7743	0.1143	0.2915	210	18.484	14.262							140	5	0	0	0	0	Light	Light_Control	0													
TH_4_2019	2019	TH_4	TH	4	TH_4	D			1.1871	0.791	0.1871	0.2642	208	18.009	14.654							140	5	0	0	0	0	Light	Light_Control	0													
TH_4_2019	2019	TH_4	TH	4	TH_4	E			1.0798	0.7243	0.0798	0.3807	234	20.476	14.535							140	5	0	0	0	0	Light	Light_Control	0													
TH_11_2019	2019	TH_11	TH	11	TH_11	A			1.1316	0.6572	0.1316	0.5215	318					yes	no grid for size	272106697		133	5	5	5	74.27	4	Light	Light_Control	ASY	21	117	27.9										
TH_11_2019	2019	TH_11	TH	11	TH_11	B			1.1795	0.6713	0.1795	0.4896	302					yes	no grid for size	272106697		133	5	5	5	74.27	4	Light	Light_Control	ASY	21	117	27.9										
TH_11_2019	2019	TH_11	TH	11	TH_11	C			1.2	0.6703	0.2	0.4918	300					yes	no grid for size	272106697		133	5	5	5	74.27	4	Light	Light_Control	ASY	21	117	27.9										
TH_11_2019	2019	TH_11	TH	11	TH_11	D			1.2271	0.6954	0.2271	0.4381	290					yes	no grid for size	272106697		133	5	5	5	74.27	4	Light	Light_Control	ASY	21	117	27.9										
TH_11_2019	2019	TH_11	TH	11	TH_11	E			1.1639	0.6778	0.1639	0.4754	309					yes	no grid for size	272106697		133	5	5	5	74.27	4	Light	Light_Control	ASY	21	117	27.9										
TH_51_2019	2019	TH_51	TH	51	TH_51	A			1.2412	0.6967	0.2412	0.4354	239	20.572	14.297					278172404	278172427	140	5	5	4	39.5	4	Light	Light_Control	SY	22	114	29.1	20	121	27.9							
TH_51_2019	2019	TH_51	TH	51	TH_51	B			1.1755	0.722	0.1755	0.385	228	19.197	14					278172404	278172427	140	5	5	4	39.5	4	Light	Light_Control	SY	22	114	29.1	20	121	27.9							
TH_51_2019	2019	TH_51	TH	51	TH_51	C			1.2153	0.6957	0.2153	0.4373	235	19.747	13.755					278172404	278172427	140	5	5	4	39.5	4	Light	Light_Control	SY	22	114	29.1	20	121	27.9							
TH_51_2019	2019	TH_51	TH	51	TH_51	D			1.2691	0.6784	0.2691	0.4741	237	19.928	13.79					278172404	278172427	140	5	5	4	39.5	4	Light	Light_Control	SY	22	114	29.1	20	121	27.9							
TH_51_2019	2019	TH_51	TH	51	TH_51	E			1.2272	0.6825	0.2272	0.4652	240	20.205	13.864					278172404	278172427	140	5	5	4	39.5	4	Light	Light_Control	SY	22	114	29.1	20	121	27.9							
TH_55_2019	2019	TH_55	TH	55	TH_55	A			1.234	0.7643	0.234	0.3083	207	17.784	13.967					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_55_2019	2019	TH_55	TH	55	TH_55	B			1.0887	0.7514	0.0887	0.3308	203	17.466	13.289					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_55_2019	2019	TH_55	TH	55	TH_55	C			1.0931	0.7785	0.0931	0.2845	196	16.685	13.813					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_55_2019	2019	TH_55	TH	55	TH_55	D			1.089	0.7681	0.089	0.3019	197	17.19	12.521					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_55_2019	2019	TH_55	TH	55	TH_55	E			1.1317	0.7546	0.1317	0.3252	198	16.955	13.039					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_55_2019	2019	TH_55	TH	55	TH_55	F			1.1232	0.8003	0.1232	0.2495	193	16.75	13.56					272107842		140	6	5	0	0	0	Light	Light	ASY	23	114	28.2										
TH_86_2019	2019	TH_86	TH	86	TH_86	A			1.2122	0.7868	0.2122	0.271	199	17.956	14.15					272107450	278172302	141	5	5	5	61.21	0	Light	Light_Control	SY	23.25	119	27.2	18.75	119	28.7							
TH_86_2019	2019	TH_86	TH	86	TH_86	B			1.2118	0.7655	0.2118	0.3063	198	17.789	14.089					272107450	278172302	141	5	5	5	61.21	0	Light	Light_Control	SY	23.25	119	27.2	18.75	119	28.7							
TH_86_2019	2019	TH_86	TH	86	TH_86	C			1.1959	0.7807	0.1959	0.2809	194	17.651	13.995					272107450	278172302	141	5	5	5	61.21	0	Light	Light_Control	SY	23.25	119	27.2	18.75	119	28.7							
TH_86_2019	2019	TH_86	TH	86	TH_86	D			1.2498	0.7503	0.2498	0.3329	203	18.298	13.979					272107450	278172302	141	5	5	5	61.21	0	Light	Light_Control	SY	23.25	119	27.2	18.75	119	28.7							
TH_86_2019	2019	TH_86	TH	86	TH_86	E			1.1793	0.7508	0.1793	0.3319	200	17.926	13.504					272107450	278172302	141	5	5	5	61.21	0	Light	Light_Control	SY	23.25	119	27.2	18.75	119	28.7							
TH_97_2019	2019	TH_97	TH	97	TH_97	A			1.2426	0.6959	0.2426	0.437	241	19.961	14.251					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_97_2019	2019	TH_97	TH	97	TH_97	B			1.1918	0.6563	0.1918	0.5236	241	19.807	13.533					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_97_2019	2019	TH_97	TH	97	TH_97	C			1.2246	0.693	0.2246	0.4429	233	19.269	13.67					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_97_2019	2019	TH_97	TH	97	TH_97	D			1.2282	0.6845	0.2282	0.4609	233	18.947	13.433					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_97_2019	2019	TH_97	TH	97	TH_97	E			1.2585	0.7172	0.2585	0.3943	236	19.273	14.087					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_97_2019	2019	TH_97	TH	97	TH_97	F			1.2396	0.6824	0.2396	0.4654	245	20.054	13.974					272107290		143	6	6	5	45	2	Light	Light_Control	ASY	24	117	27.5										
TH_106_2019	2019	TH_106	TH	106	TH_106	A			1.1701	0.7613	0.1701	0.3135	235	17.846	13.578					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	B			1.2192	0.7216	0.2192	0.3857	248	19.373	14.35					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	C			1.2108	0.7427	0.2108	0.3464	230	17.971	13.37					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	D			1.1951	0.733	0.1951	0.3642	243	18.926	13.87					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	E			1.1974	0.7267	0.1974	0.3761	247	18.913	13.87					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	F			1.2011	0.7492	0.2011	0.3348	240	18.271	13.84					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_106_2019	2019	TH_106	TH	106	TH_106	G			1.3181	0.7344	0.3181	0.3617	253	19.353	14.76					278172401		132	7	6	5	48.91	5	Light	Light	ASY	23	115	27.4										
TH_116_2019	2019	TH_116	TH	116	TH_116	A			1.1749	0.6987	0.1749	0.4313	170	18.648	13.312					278172419		150	5	0	0	0	0	Light	Light_Control	SY	19.5	116	26.7										
TH_116_2019	2019	TH_116	TH	116	TH_116	B			1.1963	0.7151	0.1963	0.3984	164	18.047	13.151					278172419		150	5	0	0	0	0	Light	Light_Control	SY	19.5	116	26.7										
TH_116_2019	2019	TH_116	TH	116	TH_116	C			1.1631	0.7289	0.1631	0.372	167	18.36	13.568					278172419		150	5	0	0	0	0	Light	Light_Control	SY	19.5	116	26.7										
TH_116_2019	2019	TH_116	TH	116	TH_116	D			1.1452	0.7551	0.1452	0.3243	165	18.106	13.922					278172419		150	5	0	0	0	0	Light	Light_Control	SY	19.5	116	26.7										
TH_116_2019	2019	TH_116	TH	116	TH_116	E			1.2214	0.7488	0.2214	0.3355	169	18.587	13.988					278172419		150	5	0	0	0	0	Light	Light_Control	SY	19.5	116	26.7										
TH_121_2019	2019	TH.121	TH	121	TH_121	A			1.1793	0.7592	0.1793	0.3173	235	17.722	13.119					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_121_2019	2019	TH.121	TH	121	TH_121	B			1.1586	0.7224	0.1586	0.3842	239	17.689	13.147					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_121_2019	2019	TH.121	TH	121	TH_121	C			1.1954	0.7	0.1954	0.4285	245	18.396	13.219					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_121_2019	2019	TH.121	TH	121	TH_121	D			1.1506	0.7384	0.1506	0.3543	238	17.808	13.212					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_121_2019	2019	TH.121	TH	121	TH_121	E			1.1413	0.7184	0.1413	0.3919	237	17.817	12.794					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_121_2019	2019	TH.121	TH	121	TH_121	F			1.131	0.7802	0.131	0.2817	238	17.832	14.074					278172403		138	6	6	6	70	6	Light	Light_Control	ASY	21.5	114	28.4										
TH_134_2019	2019	TH_134	TH	134	TH_134	A			1.1558	0.6991	0.1558	0.4304	239	19.23	13.154					278172405		140	5	4	3	25.87	0	Light	Light	SY	22.5	115	27.5										
TH_134_2019	2019	TH_134	TH	134	TH_134	B			1.1554	0.7062	0.1554	0.416	229	18.451	12.855					278172405		140	5	4	3	25.87	0	Light	Light	SY	22.5	115	27.5										
TH_134_2019	2019	TH_134	TH	134	TH_134	C			1.1002	0.6738	0.1002	0.4841	241	19.467	13.201					278172405		140	5	4	3	25.87	0	Light	Light	SY	22.5	115	27.5										
TH_134_2019	2019	TH_134	TH	134	TH_134	D			1.1926	0.7095	0.1926	0.4094	232		13.528					278172405		140	5	4	3	25.87	0	Light	Light	SY	22.5	115	27.5										
TH_134_2019	2019	TH_134	TH	134	TH_134	E			1.1516	0.7055	0.1516	0.4175	240	19.294	13.633					278172405		140	5	4	3	25.87	0	Light	Light	SY	22.5	115	27.5										
1_9_2020	2020	1_9	1	9	1_9	A			1.0877	0.74596	0.087654	0.34055	491	18.947	14.244					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_9_2020	2020	1_9	1	9	1_9	B			1.1238	0.668	0.12383	0.49701	528	20.584	13.873					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_9_2020	2020	1_9	1	9	1_9	C			1.1126	0.65357	0.11259	0.53007	517	19.701	13.267					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_9_2020	2020	1_9	1	9	1_9	D			1.1641	0.66528	0.1641	0.50313	520	19.896	13.83					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_9_2020	2020	1_9	1	9	1_9	E			1.1682	0.70021	0.16821	0.42814	517	20.076	14.155					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_9_2020	2020	1_9	1	9	1_9	F			1.1143	0.71606	0.11432	0.39654	547	21.143	15.559					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6
1_12_2020	2020	1_12	1	12	1_12	A			1.2302	0.71701	0.23016	0.39469	532	20.636	15.086					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_12_2020	2020	1_12	1	12	1_12	B			1.246	0.69128	0.24604	0.44659	523	20.144	14.458					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_12_2020	2020	1_12	1	12	1_12	C			1.218	0.66641	0.21804	0.50058	516	19.958	13.823					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_12_2020	2020	1_12	1	12	1_12	D			1.2304	0.64948	0.2304	0.5397	519	20.193	13.443					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_12_2020	2020	1_12	1	12	1_12	E			1.2263	0.68143	0.2263	0.4675	510	19.963	14.001					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_12_2020	2020	1_12	1	12	1_12	F			1.2394	0.72449	0.23936	0.38028	515	20.115	14.925					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2							
1_16_2020	2020	1_16	1	16	1_16	A			1.232	0.71736	0.23205	0.394	511	19.662	14.45					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_16_2020	2020	1_16	1	16	1_16	B			1.3499	0.649	0.34991	0.54083	522	19.981	13.51					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_16_2020	2020	1_16	1	16	1_16	C			1.2176	0.6646	0.21764	0.50467	515	19.564	13.285					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_16_2020	2020	1_16	1	16	1_16	D			1.1439	0.64322	0.14391	0.55467	527	20.298	13.271					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_16_2020	2020	1_16	1	16	1_16	E			1.1671	0.66719	0.1671	0.49882	541	20.755	14.047					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_16_2020	2020	1_16	1	16	1_16	F			1.2425	0.71687	0.24248	0.39495	548	20.913	15.434					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4
1_32_2020	2020	1_32	1	32	1_32	A			1.2245	0.75334	0.2245	0.32741	485	18.136	13.639					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5
1_32_2020	2020	1_32	1	32	1_32	B			1.1989	0.76921	0.19894	0.30004	473	17.842	13.785					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5
1_32_2020	2020	1_32	1	32	1_32	C			1.1969	0.74081	0.19687	0.34988	495	18.763	13.939					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5
1_32_2020	2020	1_32	1	32	1_32	D			1.1853	0.71764	0.18528	0.39345	516	19.476	14.084					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5
1_32_2020	2020	1_32	1	32	1_32	E			1.1832	0.74686	0.1832	0.33894	531	19.991	14.992					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5
1_47_2020	2020	1_47	1	47	1_47	A			1.2204	0.7683	0.2204	0.3015	603	19.596	15.198					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2
1_47_2020	2020	1_47	1	47	1_47	B			1.1622	0.74161	0.16218	0.34843	586	18.995	14.051					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2
1_47_2020	2020	1_47	1	47	1_47	C			1.1865	0.71512	0.18655	0.39837	577	18.656	13.698					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2
